SEASON,CML,FISHING_DAYS.2022,DAYS_AT_SEA.2022,FISHERS.2022,VESSELS.2022,TRIPS.2022,HOURS_FISHED.2022,VESSEL.2022,ONAGA_KEPT.2022,ONAGA_AVG_LBS_PIECE.2022,ONAGA_EST_LBS_KEPT.2022,ONAGA_AVG_PRICE_LB.2022,ONAGA_EST_VALUE.2022,EHU_KEPT.2022,EHU_AVG_LBS_PIECE.2022,EHU_EST_LBS_KEPT.2022,EHU_AVG_PRICE_LB.2022,EHU_EST_VALUE.2022,OPAKAPAKA_KEPT.2022,OPAKAPAKA_AVG_LBS_PIECE.2022,OPAKAPAKA_EST_LBS_KEPT.2022,OPAKAPAKA_AVG_PRICE_LB.2022,OPAKAPAKA_EST_VALUE.2022,KALEKALE_KEPT.2022,KALEKALE_AVG_LBS_PIECE.2022,KALEKALE_EST_LBS_KEPT.2022,KALEKALE_AVG_PRICE_LB.2022,KALEKALE_EST_VALUE.2022,GINDAI_KEPT.2022,GINDAI_AVG_LBS_PIECE.2022,GINDAI_EST_LBS_KEPT.2022,GINDAI_AVG_PRICE_LB.2022,GINDAI_EST_VALUE.2022,HAPUUPUU_KEPT.2022,HAPUUPUU_AVG_LBS_PIECE.2022,HAPUUPUU_EST_LBS_KEPT.2022,HAPUUPUU_AVG_PRICE_LB.2022,HAPUUPUU_EST_VALUE.2022,LEHI_KEPT.2022,LEHI_AVG_LBS_PIECE.2022,LEHI_EST_LBS_KEPT.2022,LEHI_AVG_PRICE_LB.2022,LEHI_EST_VALUE.2022,YELLOW_KALEKALE_KEPT.2022,YELLOW_KALEKALE_AVG_LBS_PIECE.2022,YELLOW_KALEKALE_EST_LBS_KEPT.2022,YELLOW_KALEKALE_AVG_PRICE_LB.2022,YELLOW_KALEKALE_EST_VALUE.2022,UKU_KEPT.2022,UKU_AVG_LBS_PIECE.2022,UKU_EST_LBS_KEPT.2022,UKU_AVG_PRICE_LB.2022,UKU_EST_VALUE.2022,TAAPE_KEPT.2022,TAAPE_AVG_LBS_PIECE.2022,TAAPE_EST_LBS_KEPT.2022,TAAPE_AVG_PRICE_LB.2022,TAAPE_EST_VALUE.2022,WHITE_ULUA_KEPT.2022,WHITE_ULUA_AVG_LBS_PIECE.2022,WHITE_ULUA_EST_LBS_KEPT.2022,WHITE_ULUA_AVG_PRICE_LB.2022,WHITE_ULUA_EST_VALUE.2022,BLACK_ULUA_KEPT.2022,BLACK_ULUA_AVG_LBS_PIECE.2022,BLACK_ULUA_EST_LBS_KEPT.2022,BLACK_ULUA_AVG_PRICE_LB.2022,BLACK_ULUA_EST_VALUE.2022,BUTAGUCHI_KEPT.2022,BUTAGUCHI_AVG_LBS_PIECE.2022,BUTAGUCHI_EST_LBS_KEPT.2022,BUTAGUCHI_AVG_PRICE_LB.2022,BUTAGUCHI_EST_VALUE.2022,KAHALA_KEPT.2022,KAHALA_AVG_LBS_PIECE.2022,KAHALA_EST_LBS_KEPT.2022,KAHALA_AVG_PRICE_LB.2022,KAHALA_EST_VALUE.2022,ALL_SPECIES_KEPT.2022,ALL_SPECIES_AVG_LBS_PIECE.2022,ALL_SPECIES_EST_LBS_KEPT.2022,ALL_SPECIES_AVG_PRICE_LB.2022,ALL_SPECIES_EST_VALUE.2022,DEEP7_KEPT.2022,DEEP7_AVG_LBS_PIECE.2022,DEEP7_EST_LBS_KEPT.2022,DEEP7_AVG_PRICE_LB.2022,DEEP7_EST_VALUE.2022,NON_DEEP14_KEPT.2022,NON_DEEP14_AVG_LBS_PIECE.2022,NON_DEEP14_EST_LBS_KEPT.2022,NON_DEEP14_AVG_PRICE_LB.2022,NON_DEEP14_EST_VALUE.2022,DEEP8_14_KEPT.2022,DEEP8_14_AVG_LBS_PIECE.2022,DEEP8_14_EST_LBS_KEPT.2022,DEEP8_14_AVG_PRICE_LB.2022,DEEP8_14_EST_VALUE.2022,FISHING_DAYS.2021,DAYS_AT_SEA.2021,FISHERS.2021,VESSELS.2021,TRIPS.2021,HOURS_FISHED.2021,VESSEL.2021,ONAGA_KEPT.2021,ONAGA_AVG_LBS_PIECE.2021,ONAGA_EST_LBS_KEPT.2021,ONAGA_AVG_PRICE_LB.2021,ONAGA_EST_VALUE.2021,EHU_KEPT.2021,EHU_AVG_LBS_PIECE.2021,EHU_EST_LBS_KEPT.2021,EHU_AVG_PRICE_LB.2021,EHU_EST_VALUE.2021,OPAKAPAKA_KEPT.2021,OPAKAPAKA_AVG_LBS_PIECE.2021,OPAKAPAKA_EST_LBS_KEPT.2021,OPAKAPAKA_AVG_PRICE_LB.2021,OPAKAPAKA_EST_VALUE.2021,KALEKALE_KEPT.2021,KALEKALE_AVG_LBS_PIECE.2021,KALEKALE_EST_LBS_KEPT.2021,KALEKALE_AVG_PRICE_LB.2021,KALEKALE_EST_VALUE.2021,GINDAI_KEPT.2021,GINDAI_AVG_LBS_PIECE.2021,GINDAI_EST_LBS_KEPT.2021,GINDAI_AVG_PRICE_LB.2021,GINDAI_EST_VALUE.2021,HAPUUPUU_KEPT.2021,HAPUUPUU_AVG_LBS_PIECE.2021,HAPUUPUU_EST_LBS_KEPT.2021,HAPUUPUU_AVG_PRICE_LB.2021,HAPUUPUU_EST_VALUE.2021,LEHI_KEPT.2021,LEHI_AVG_LBS_PIECE.2021,LEHI_EST_LBS_KEPT.2021,LEHI_AVG_PRICE_LB.2021,LEHI_EST_VALUE.2021,YELLOW_KALEKALE_KEPT.2021,YELLOW_KALEKALE_AVG_LBS_PIECE.2021,YELLOW_KALEKALE_EST_LBS_KEPT.2021,YELLOW_KALEKALE_AVG_PRICE_LB.2021,YELLOW_KALEKALE_EST_VALUE.2021,UKU_KEPT.2021,UKU_AVG_LBS_PIECE.2021,UKU_EST_LBS_KEPT.2021,UKU_AVG_PRICE_LB.2021,UKU_EST_VALUE.2021,TAAPE_KEPT.2021,TAAPE_AVG_LBS_PIECE.2021,TAAPE_EST_LBS_KEPT.2021,TAAPE_AVG_PRICE_LB.2021,TAAPE_EST_VALUE.2021,WHITE_ULUA_KEPT.2021,WHITE_ULUA_AVG_LBS_PIECE.2021,WHITE_ULUA_EST_LBS_KEPT.2021,WHITE_ULUA_AVG_PRICE_LB.2021,WHITE_ULUA_EST_VALUE.2021,BLACK_ULUA_KEPT.2021,BLACK_ULUA_AVG_LBS_PIECE.2021,BLACK_ULUA_EST_LBS_KEPT.2021,BLACK_ULUA_AVG_PRICE_LB.2021,BLACK_ULUA_EST_VALUE.2021,BUTAGUCHI_KEPT.2021,BUTAGUCHI_AVG_LBS_PIECE.2021,BUTAGUCHI_EST_LBS_KEPT.2021,BUTAGUCHI_AVG_PRICE_LB.2021,BUTAGUCHI_EST_VALUE.2021,KAHALA_KEPT.2021,KAHALA_AVG_LBS_PIECE.2021,KAHALA_EST_LBS_KEPT.2021,KAHALA_AVG_PRICE_LB.2021,KAHALA_EST_VALUE.2021,ALL_SPECIES_KEPT.2021,ALL_SPECIES_AVG_LBS_PIECE.2021,ALL_SPECIES_EST_LBS_KEPT.2021,ALL_SPECIES_AVG_PRICE_LB.2021,ALL_SPECIES_EST_VALUE.2021,DEEP7_KEPT.2021,DEEP7_AVG_LBS_PIECE.2021,DEEP7_EST_LBS_KEPT.2021,DEEP7_AVG_PRICE_LB.2021,DEEP7_EST_VALUE.2021,NON_DEEP14_KEPT.2021,NON_DEEP14_AVG_LBS_PIECE.2021,NON_DEEP14_EST_LBS_KEPT.2021,NON_DEEP14_AVG_PRICE_LB.2021,NON_DEEP14_EST_VALUE.2021,DEEP8_14_KEPT.2021,DEEP8_14_AVG_LBS_PIECE.2021,DEEP8_14_EST_LBS_KEPT.2021,DEEP8_14_AVG_PRICE_LB.2021,DEEP8_14_EST_VALUE.2021
2018 - 2019,2257,11,12,1,1,8,631,HA0811,336,5.825077539824877,1957.2260533811586,9.905467282890022,19387.238636987026,31,2.1379079222063506,66.27514558839688,7.107777109641212,471.0689627513461,120,4.227275541795666,507.27306501547986,8.093552602935725,4105.641235755221,12,1.7796985045827303,21.356382054992764,4.937397592778063,105.44494934876988,0,0,0,0,0,3,13.397596153846154,40.192788461538456,6.319508737933758,253.99867788461538,27,6.69084388185654,180.65278481012658,5.022719819893677,907.3683227848101,0,0,0,0,0,4,7.764477149496515,31.05790859798606,5.97558245560129,185.58909372579396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564,5.669902220235105,3197.8248522125996,8.51234998660835,27221.00433790777,529,5.241921019492803,2772.976219311693,9.098801717013844,25230.76078551179,31,12.702926590416785,393.79072430292035,4.582775437041454,1804.6544586701866,4,7.764477149496515,31.05790859798606,5.97558245560129,185.58909372579396,11,12,1,1,8,631,HA0811,336,5.825077539824877,1957.2260533811586,9.905467282890022,19387.238636987026,31,2.1379079222063506,66.27514558839688,7.107777109641212,471.0689627513461,120,4.227275541795666,507.27306501547986,8.093552602935725,4105.641235755221,12,1.7796985045827303,21.356382054992764,4.937397592778063,105.44494934876988,0,0,0,0,0,3,13.397596153846154,40.192788461538456,6.319508737933758,253.99867788461538,27,6.69084388185654,180.65278481012658,5.022719819893677,907.3683227848101,0,0,0,0,0,4,7.764477149496515,31.05790859798606,5.97558245560129,185.58909372579396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564,5.669902220235105,3197.8248522125996,8.51234998660835,27221.00433790777,529,5.241921019492803,2772.976219311693,9.098801717013844,25230.76078551179,31,12.702926590416785,393.79072430292035,4.582775437041454,1804.6544586701866,4,7.764477149496515,31.05790859798606,5.97558245560129,185.58909372579396
2018 - 2019,2265,36,36,1,1,36,763,HA1059,268,5.825077539824877,1561.120780673067,9.905467282890022,15463.630817596795,70,2.1379079222063506,149.65355455444455,7.107777109641212,1063.7041094385233,132,4.227275541795666,558.0003715170278,8.093552602935725,4516.205359330742,357,1.7796985045827303,635.3523661360348,4.937397592778063,3136.987243125904,3,1.9129155787641428,5.738746736292428,5.013348863026288,28.77033942558747,6,13.397596153846154,80.38557692307691,6.319508737933758,507.99735576923075,1,6.69084388185654,6.69084388185654,5.022719819893677,33.606234177215185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,847,3.668486288494468,3107.2078863548145,8.110410316852793,25200.73089809845,837,3.580576153431063,2996.9422404218,8.258718211192642,24750.901458864,10,11.026564593301435,110.26564593301435,4.079506680691084,449.82943923444975,0,0,0,0,0,36,36,1,1,36,763,HA1059,268,5.825077539824877,1561.120780673067,9.905467282890022,15463.630817596795,70,2.1379079222063506,149.65355455444455,7.107777109641212,1063.7041094385233,132,4.227275541795666,558.0003715170278,8.093552602935725,4516.205359330742,357,1.7796985045827303,635.3523661360348,4.937397592778063,3136.987243125904,3,1.9129155787641428,5.738746736292428,5.013348863026288,28.77033942558747,6,13.397596153846154,80.38557692307691,6.319508737933758,507.99735576923075,1,6.69084388185654,6.69084388185654,5.022719819893677,33.606234177215185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,847,3.668486288494468,3107.2078863548145,8.110410316852793,25200.73089809845,837,3.580576153431063,2996.9422404218,8.258718211192642,24750.901458864,10,11.026564593301435,110.26564593301435,4.079506680691084,449.82943923444975,0,0,0,0,0
2018 - 2019,2269,11,12,1,1,11,179,HA9806,114,5.825077539824877,664.0588395400359,9.905467282890022,6577.813108977741,57,2.1379079222063506,121.860751565762,7.107777109641212,866.1590605427976,1,4.227275541795666,4.227275541795666,8.093552602935725,34.21367696462684,17,1.7796985045827303,30.254874577906417,4.937397592778063,149.38034491075734,0,0,0,0,0,0,0,0,0,0,1,6.69084388185654,6.69084388185654,5.022719819893677,33.606234177215185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,6.809220312387414,1613.7852140358173,6.753647946715535,10898.937197212888,190,4.353118868986087,827.0925851073565,9.262774885811265,7661.172425573138,47,16.73814104103108,786.6926289284607,4.115666846974083,3237.7647716397505,0,0,0,0,0,11,12,1,1,11,179,HA9806,114,5.825077539824877,664.0588395400359,9.905467282890022,6577.813108977741,57,2.1379079222063506,121.860751565762,7.107777109641212,866.1590605427976,1,4.227275541795666,4.227275541795666,8.093552602935725,34.21367696462684,17,1.7796985045827303,30.254874577906417,4.937397592778063,149.38034491075734,0,0,0,0,0,0,0,0,0,0,1,6.69084388185654,6.69084388185654,5.022719819893677,33.606234177215185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,6.809220312387414,1613.7852140358173,6.753647946715535,10898.937197212888,190,4.353118868986087,827.0925851073565,9.262774885811265,7661.172425573138,47,16.73814104103108,786.6926289284607,4.115666846974083,3237.7647716397505,0,0,0,0,0
2018 - 2019,2278,14,14,1,1,14,302,HA7046,68,5.825077539824877,396.1052727080916,9.905467282890022,3923.6078193902313,153,2.1379079222063506,327.0999120975717,7.107777109641212,2324.9532677727725,32,4.227275541795666,135.2728173374613,8.093552602935725,1094.837662868059,132,1.7796985045827303,234.9202026049204,4.937397592778063,1159.8944428364687,11,1.9129155787641428,21.04207136640557,5.013348863026288,105.49124456048737,3,13.397596153846154,40.192788461538456,6.319508737933758,253.99867788461538,1,6.69084388185654,6.69084388185654,5.022719819893677,33.606234177215185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8.96535433070866,17.93070866141732,3.232794660108906,57.96629921259842,0,0,0,0,0,0,0,0,0,0,8,11.82352,94.58816,1.8203580659566694,172.18432,415,3.1023202957839295,1287.4629227503308,7.195206673271369,9263.561813362641,400,2.903309771144614,1161.3239084578456,7.6605581652956865,8896.38934948985,5,2.7240291262135923,13.620145631067961,10.060233449166892,137.0218446601942,10,11.251886866141732,112.51886866141732,2.045440217721608,230.15061921259843,14,14,1,1,14,302,HA7046,68,5.825077539824877,396.1052727080916,9.905467282890022,3923.6078193902313,153,2.1379079222063506,327.0999120975717,7.107777109641212,2324.9532677727725,32,4.227275541795666,135.2728173374613,8.093552602935725,1094.837662868059,132,1.7796985045827303,234.9202026049204,4.937397592778063,1159.8944428364687,11,1.9129155787641428,21.04207136640557,5.013348863026288,105.49124456048737,3,13.397596153846154,40.192788461538456,6.319508737933758,253.99867788461538,1,6.69084388185654,6.69084388185654,5.022719819893677,33.606234177215185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8.96535433070866,17.93070866141732,3.232794660108906,57.96629921259842,0,0,0,0,0,0,0,0,0,0,8,11.82352,94.58816,1.8203580659566694,172.18432,415,3.1023202957839295,1287.4629227503308,7.195206673271369,9263.561813362641,400,2.903309771144614,1161.3239084578456,7.6605581652956865,8896.38934948985,5,2.7240291262135923,13.620145631067961,10.060233449166892,137.0218446601942,10,11.251886866141732,112.51886866141732,2.045440217721608,230.15061921259843
2018 - 2019,2337,38,38,1,1,38,374,HA4021,296,5.825077539824877,1724.2229517881635,9.905467282890022,17079.234037345712,61,2.1379079222063506,130.41238325458738,7.107777109641212,926.9421525107131,12,4.227275541795666,50.727306501547986,8.093552602935725,410.56412357552205,16,1.7796985045827303,28.475176073323684,4.937397592778063,140.59326579835985,2,1.9129155787641428,3.8258311575282855,5.013348863026288,19.18022628372498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7.764477149496515,38.82238574748258,5.97558245560129,231.98636715724246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,6.39291977256258,3260.3890840069157,7.692262693604586,25079.769317542025,387,5.006882813372483,1937.663648775151,9.587068332141516,18576.51380551403,118,10.88053431766341,1283.9030494842823,4.884534815451829,6271.269144870749,5,7.764477149496516,38.82238574748258,5.97558245560129,231.98636715724246,38,38,1,1,38,374,HA4021,296,5.825077539824877,1724.2229517881635,9.905467282890022,17079.234037345712,61,2.1379079222063506,130.41238325458738,7.107777109641212,926.9421525107131,12,4.227275541795666,50.727306501547986,8.093552602935725,410.56412357552205,16,1.7796985045827303,28.475176073323684,4.937397592778063,140.59326579835985,2,1.9129155787641428,3.8258311575282855,5.013348863026288,19.18022628372498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7.764477149496515,38.82238574748258,5.97558245560129,231.98636715724246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,6.39291977256258,3260.3890840069157,7.692262693604586,25079.769317542025,387,5.006882813372483,1937.663648775151,9.587068332141516,18576.51380551403,118,10.88053431766341,1283.9030494842823,4.884534815451829,6271.269144870749,5,7.764477149496516,38.82238574748258,5.97558245560129,231.98636715724246
2018 - 2019,2364,2,2,1,1,2,44,HA9487,3,5.825077539824877,17.475232619474628,9.905467282890022,173.10034497309843,13,2.1379079222063506,27.79280298868256,7.107777109641212,197.54504889572576,0,0,0,0,0,1,1.7796985045827303,1.7796985045827303,4.937397592778063,8.78707911239749,2,1.9129155787641428,3.8258311575282855,5.013348863026288,19.18022628372498,0,0,0,0,0,1,6.69084388185654,6.69084388185654,5.022719819893677,33.606234177215185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2.878220457606237,57.564409152124746,7.508440368074347,432.21893344216187,20,2.878220457606237,57.564409152124746,7.508440368074347,432.21893344216187,0,0,0,0,0,0,0,0,0,0,2,2,1,1,2,44,HA9487,3,5.825077539824877,17.475232619474628,9.905467282890022,173.10034497309843,13,2.1379079222063506,27.79280298868256,7.107777109641212,197.54504889572576,0,0,0,0,0,1,1.7796985045827303,1.7796985045827303,4.937397592778063,8.78707911239749,2,1.9129155787641428,3.8258311575282855,5.013348863026288,19.18022628372498,0,0,0,0,0,1,6.69084388185654,6.69084388185654,5.022719819893677,33.606234177215185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2.878220457606237,57.564409152124746,7.508440368074347,432.21893344216187,20,2.878220457606237,57.564409152124746,7.508440368074347,432.21893344216187,0,0,0,0,0,0,0,0,0,0
2018 - 2019,2398,18,18,1,1,18,662.5,HA1388,47,5.825077539824877,273.7786443717692,9.905467282890022,2711.9054045785424,9,2.1379079222063506,19.241171299857157,7.107777109641212,136.76195692781013,39,4.227275541795666,164.86374613003093,8.093552602935725,1334.3334016204465,62,1.7796985045827303,110.34130728412929,4.937397592778063,544.7989049686445,18,1.9129155787641428,34.43248041775457,5.013348863026288,172.6220365535248,3,13.397596153846154,40.192788461538456,6.319508737933758,253.99867788461538,8,6.69084388185654,53.52675105485232,5.022719819893677,268.8498734177215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,11.82352,472.9408,1.8203580659566694,860.9216000000001,244,5.680470117275848,1386.034708615307,5.161533269396932,7154.064261056789,186,3.743961768924365,696.3768890199319,7.787837795111088,5423.270255951305,18,12.03983442196528,216.71701959537504,4.0138629016290155,869.8724051054842,40,11.82352,472.9408,1.8203580659566696,860.9216000000001,18,18,1,1,18,662.5,HA1388,47,5.825077539824877,273.7786443717692,9.905467282890022,2711.9054045785424,9,2.1379079222063506,19.241171299857157,7.107777109641212,136.76195692781013,39,4.227275541795666,164.86374613003093,8.093552602935725,1334.3334016204465,62,1.7796985045827303,110.34130728412929,4.937397592778063,544.7989049686445,18,1.9129155787641428,34.43248041775457,5.013348863026288,172.6220365535248,3,13.397596153846154,40.192788461538456,6.319508737933758,253.99867788461538,8,6.69084388185654,53.52675105485232,5.022719819893677,268.8498734177215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,11.82352,472.9408,1.8203580659566694,860.9216000000001,244,5.680470117275848,1386.034708615307,5.161533269396932,7154.064261056789,186,3.743961768924365,696.3768890199319,7.787837795111088,5423.270255951305,18,12.03983442196528,216.71701959537504,4.0138629016290155,869.8724051054842,40,11.82352,472.9408,1.8203580659566696,860.9216000000001
2018 - 2019,2444,3,3,1,2,3,264,HA7440,0,0,0,0,0,3,2.1379079222063506,6.413723766619053,7.107777109641212,45.58731897593672,27,4.227275541795666,114.13643962848296,8.093552602935725,923.7692780449246,16,1.7796985045827303,28.475176073323684,4.937397592778063,140.59326579835985,3,1.9129155787641428,5.738746736292428,5.013348863026288,28.77033942558747,1,13.397596153846154,13.397596153846154,6.319508737933758,84.66622596153846,15,6.69084388185654,100.3626582278481,5.022719819893677,504.09351265822784,0,0,0,0,0,0,0,0,0,0,25,0.6063470319634704,15.158675799086758,2.3657052488892236,35.86095890410959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,662,1.3119183564695378,868.489951982834,4.9053672981377066,4260.262209217781,65,4.131143701329421,268.5243405864124,6.433234086310562,1727.479940864575,572,1.022389747547788,584.8069355973348,4.269650644445051,2496.921309449096,25,0.6063470319634703,15.158675799086758,2.3657052488892236,35.86095890410959,3,3,1,2,3,264,HA7440,0,0,0,0,0,3,2.1379079222063506,6.413723766619053,7.107777109641212,45.58731897593672,27,4.227275541795666,114.13643962848296,8.093552602935725,923.7692780449246,16,1.7796985045827303,28.475176073323684,4.937397592778063,140.59326579835985,3,1.9129155787641428,5.738746736292428,5.013348863026288,28.77033942558747,1,13.397596153846154,13.397596153846154,6.319508737933758,84.66622596153846,15,6.69084388185654,100.3626582278481,5.022719819893677,504.09351265822784,0,0,0,0,0,0,0,0,0,0,25,0.6063470319634704,15.158675799086758,2.3657052488892236,35.86095890410959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,662,1.3119183564695378,868.489951982834,4.9053672981377066,4260.262209217781,65,4.131143701329421,268.5243405864124,6.433234086310562,1727.479940864575,572,1.022389747547788,584.8069355973348,4.269650644445051,2496.921309449096,25,0.6063470319634703,15.158675799086758,2.3657052488892236,35.86095890410959
2018 - 2019,2498,9,9,1,1,9,236,HA0737,106,5.825077539824877,617.4582192214368,9.905467282890022,6116.212189049477,18,2.1379079222063506,38.482342599714315,7.107777109641212,273.52391385562026,69,4.227275541795666,291.68201238390094,8.093552602935725,2360.7437105592517,56,1.7796985045827303,99.6631162566329,4.937397592778063,492.07643029425947,0,0,0,0,0,2,13.397596153846154,26.795192307692307,6.319508737933758,169.33245192307692,14,6.69084388185654,93.67181434599156,5.022719819893677,470.48727848101265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,4.438138534682017,1180.5448502254167,8.419911211503505,9940.082820095713,265,4.40661395137875,1167.7526971153688,8.462730164164514,9882.375974162698,1,12.792153110047847,12.792153110047847,4.511112823351636,57.70684593301436,0,0,0,0,0,9,9,1,1,9,236,HA0737,106,5.825077539824877,617.4582192214368,9.905467282890022,6116.212189049477,18,2.1379079222063506,38.482342599714315,7.107777109641212,273.52391385562026,69,4.227275541795666,291.68201238390094,8.093552602935725,2360.7437105592517,56,1.7796985045827303,99.6631162566329,4.937397592778063,492.07643029425947,0,0,0,0,0,2,13.397596153846154,26.795192307692307,6.319508737933758,169.33245192307692,14,6.69084388185654,93.67181434599156,5.022719819893677,470.48727848101265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,4.438138534682017,1180.5448502254167,8.419911211503505,9940.082820095713,265,4.40661395137875,1167.7526971153688,8.462730164164514,9882.375974162698,1,12.792153110047847,12.792153110047847,4.511112823351636,57.70684593301436,0,0,0,0,0
2018 - 2019,2517,2,2,1,1,2,38,HA6851,3,5.825077539824877,17.475232619474628,9.905467282890022,173.10034497309843,9,2.1379079222063506,19.241171299857157,7.107777109641212,136.76195692781013,0,0,0,0,0,2,1.7796985045827303,3.5593970091654605,4.937397592778063,17.57415822479498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5.4083048008215044,113.5744008172516,5.777032458244043,656.1229999468812,14,2.876842923464089,40.27580092849725,8.129855957601206,327.43646012570355,7,10.471228555536337,73.29859988875435,4.48421307255564,328.6865398211777,0,0,0,0,0,2,2,1,1,2,38,HA6851,3,5.825077539824877,17.475232619474628,9.905467282890022,173.10034497309843,9,2.1379079222063506,19.241171299857157,7.107777109641212,136.76195692781013,0,0,0,0,0,2,1.7796985045827303,3.5593970091654605,4.937397592778063,17.57415822479498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5.4083048008215044,113.5744008172516,5.777032458244043,656.1229999468812,14,2.876842923464089,40.27580092849725,8.129855957601206,327.43646012570355,7,10.471228555536337,73.29859988875435,4.48421307255564,328.6865398211777,0,0,0,0,0
2018 - 2019,2680,1,1,1,1,1,24,HA1987,0,0,0,0,0,2,2.1379079222063506,4.275815844412701,7.107777109641212,30.39154598395781,2,4.227275541795666,8.454551083591332,8.093552602935725,68.42735392925368,0,0,0,0,0,2,1.9129155787641428,3.8258311575282855,5.013348863026288,19.18022628372498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2.75936634758872,16.55619808553232,7.12718738851345,117.99912619693647,6,2.75936634758872,16.55619808553232,7.12718738851345,117.99912619693647,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,24,HA1987,0,0,0,0,0,2,2.1379079222063506,4.275815844412701,7.107777109641212,30.39154598395781,2,4.227275541795666,8.454551083591332,8.093552602935725,68.42735392925368,0,0,0,0,0,2,1.9129155787641428,3.8258311575282855,5.013348863026288,19.18022628372498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2.75936634758872,16.55619808553232,7.12718738851345,117.99912619693647,6,2.75936634758872,16.55619808553232,7.12718738851345,117.99912619693647,0,0,0,0,0,0,0,0,0,0
